District,Season,Soil_Type,N,P,K,Soil_pH,Temperature,Humidity,Rainfall,Crop
Pune,Zaid,Black,78,43,53,6.73,19.1,63.96,122.62,Vegetables
Solapur,Kharif,Black,52,34,59,7.81,27.58,63.6,91.18,Bajra
Solapur,Zaid,Black,54,32,58,7.88,27.2,67.62,71.4,Fodder
Solapur,Kharif,Black,56,34,58,7.92,26.64,58.86,75.97,Bajra
Solapur,Kharif,Black,50,31,58,7.64,25.37,69.26,55.25,Bajra
Nashik,Rabi,Loamy,66,37,58,6.83,27.78,42.39,88.72,Gram
Solapur,Rabi,Black,53,33,58,7.99,27.81,63.19,88.83,Jowar
Solapur,Rabi,Black,55,33,56,7.8,25.09,73.72,70.06,Jowar
Pune,Kharif,Black,75,39,53,6.73,20.82,61.99,104.83,Rice
Nashik,Kharif,Loamy,63,38,58,6.71,27.21,31.39,86.35,Onion
Solapur,Rabi,Black,59,34,60,8.05,27.94,74.61,82.33,Jowar
Pune,Kharif,Black,76,39,54,7.03,20.41,65.66,109.92,Rice
Pune,Zaid,Black,71,42,53,6.95,18.98,54.96,105.2,Vegetables
Nashik,Zaid,Loamy,66,37,55,6.99,27.17,45.93,90.33,Vegetables
Nashik,Zaid,Loamy,65,39,59,7.17,28.53,44.95,96.64,Vegetables
Nashik,Zaid,Loamy,64,35,58,6.77,30.02,35.99,94.59,Vegetables
Pune,Kharif,Black,75,37,51,7.35,21.04,65.96,95.16,Rice
Solapur,Zaid,Black,58,31,61,8.06,26.92,69.03,65.61,Fodder
Solapur,Kharif,Black,53,35,58,7.74,27.6,73.1,67.95,Bajra
Nashik,Rabi,Loamy,65,39,59,6.74,27.57,26.74,83.78,Gram
Nashik,Rabi,Loamy,64,36,60,6.71,26.92,31.22,87.25,Gram
Nashik,Rabi,Loamy,61,38,55,6.49,29.56,34.99,93.03,Gram
Solapur,Zaid,Black,53,31,62,7.5,27.39,60.97,77.45,Fodder
Pune,Kharif,Black,80,40,53,7.05,18.84,59.16,131.43,Rice
Pune,Kharif,Black,74,37,51,6.67,21.28,58.49,117.92,Rice
Solapur,Kharif,Black,57,35,55,7.74,28.62,68.51,83.36,Bajra
Solapur,Zaid,Black,53,32,60,7.68,27.21,66.83,62.76,Fodder
Solapur,Kharif,Black,51,34,63,8.04,26.52,65.18,93.98,Bajra
Nashik,Zaid,Loamy,60,39,61,6.5,27.57,29.15,98.26,Vegetables
Solapur,Kharif,Black,55,34,57,8.03,28.68,61.6,54.78,Bajra
Nashik,Kharif,Loamy,65,37,57,6.49,27.78,38.3,77.71,Onion
Nashik,Zaid,Loamy,66,37,60,6.74,27.39,36.75,85.38,Vegetables
Pune,Zaid,Black,71,40,53,7.05,20.91,68.85,128.01,Vegetables
Nashik,Rabi,Loamy,70,39,56,6.88,30.43,41.94,87.29,Gram
Solapur,Kharif,Black,53,35,55,8.14,27.45,58.16,76.79,Bajra
Pune,Zaid,Black,80,37,53,7.31,19.76,67.55,96.74,Vegetables
Nashik,Zaid,Loamy,65,36,58,6.81,30.05,37.76,81.46,Vegetables
Solapur,Rabi,Black,55,35,58,7.61,26.08,67.1,88.06,Jowar
Solapur,Zaid,Black,56,33,61,7.63,27.59,71.92,76.29,Fodder
Pune,Kharif,Black,74,39,51,7.26,21.08,66.73,108.62,Rice
Nashik,Kharif,Loamy,63,36,57,6.9,28.69,30.15,98.47,Onion
Nashik,Rabi,Loamy,58,40,54,6.64,29.06,24.91,84.03,Gram
Pune,Kharif,Black,79,39,57,6.94,20.31,59.85,100.49,Rice
Solapur,Rabi,Black,56,35,60,7.91,26.82,75.25,68.92,Jowar
Solapur,Rabi,Black,50,33,59,7.86,28.04,74.7,67.88,Jowar
Pune,Kharif,Black,69,37,55,6.95,20.38,69.76,110.86,Rice
Solapur,Kharif,Black,53,33,58,7.32,27.7,63.38,72.19,Bajra
Pune,Kharif,Black,74,40,52,7.07,20.01,59.86,108.72,Rice
Pune,Zaid,Black,78,38,57,6.59,21.05,57.43,105.49,Vegetables
Solapur,Zaid,Black,54,37,60,7.47,27.04,70.15,89.82,Fodder
Nashik,Kharif,Loamy,68,33,58,6.76,28.98,37.5,83.57,Onion
Nashik,Rabi,Loamy,65,40,59,6.68,28.14,37.29,82.23,Gram
Solapur,Zaid,Black,54,35,57,7.79,26.17,61.9,92.3,Fodder
Nashik,Rabi,Loamy,62,37,57,6.96,27.23,37.48,90.97,Gram
Pune,Zaid,Black,80,37,57,7.13,20.98,71.04,114.25,Vegetables
Solapur,Rabi,Black,51,37,58,7.88,26.93,70.49,76.42,Jowar
Nashik,Rabi,Loamy,63,39,56,6.83,27.71,39.39,109.51,Gram
Solapur,Kharif,Black,54,35,55,7.62,27.24,57.81,57.52,Bajra
Nashik,Kharif,Loamy,68,39,57,6.65,27.46,37.8,100.45,Onion
Nashik,Kharif,Loamy,67,35,59,6.42,30.53,32.95,106.61,Onion
Pune,Kharif,Black,71,40,54,6.73,19.01,60.35,126.53,Rice
Pune,Kharif,Black,73,39,52,6.87,18.86,59.46,95.88,Rice
Nashik,Kharif,Loamy,68,36,60,6.97,27.28,39.35,83.11,Onion
Solapur,Zaid,Black,53,37,60,7.9,27.63,72.47,87.56,Fodder
Pune,Kharif,Black,74,38,55,7.32,20.28,71.12,107.05,Rice
Pune,Zaid,Black,78,38,56,6.91,21.6,56.41,120.95,Vegetables
Nashik,Rabi,Loamy,62,37,59,6.56,27.92,37.95,83.36,Gram
Nashik,Kharif,Loamy,62,38,55,6.92,28.04,26.2,112.3,Onion
Nashik,Zaid,Loamy,62,38,57,7.07,28.64,35.48,82.72,Vegetables
Nashik,Zaid,Loamy,65,34,60,6.87,26.94,30.92,98.47,Vegetables
Solapur,Kharif,Black,53,31,60,7.66,27.68,76.03,86.01,Bajra
Pune,Rabi,Black,76,40,55,7.25,21.25,67.61,112.08,Wheat
Pune,Kharif,Black,73,38,56,7.21,21.06,58.0,98.16,Rice
Pune,Rabi,Black,79,43,52,7.29,18.76,68.05,109.59,Wheat
Solapur,Zaid,Black,54,33,55,7.96,26.52,60.94,57.06,Fodder
Solapur,Zaid,Black,55,35,58,7.81,26.51,61.5,69.21,Fodder
Pune,Zaid,Black,72,40,50,6.91,19.43,52.48,107.43,Vegetables
Solapur,Rabi,Black,59,33,59,7.61,26.47,67.24,78.26,Jowar
Pune,Kharif,Black,76,42,56,6.55,19.17,56.8,98.99,Rice
Solapur,Zaid,Black,55,36,63,7.68,25.18,65.06,83.51,Fodder
Pune,Rabi,Black,76,38,55,6.58,18.98,65.04,113.73,Wheat
Nashik,Rabi,Loamy,64,36,55,6.87,29.9,33.92,107.72,Gram
Pune,Rabi,Black,72,40,50,7.11,22.98,53.85,103.77,Wheat
Solapur,Rabi,Black,52,37,59,7.52,28.27,65.38,65.81,Jowar
Solapur,Zaid,Black,51,37,60,7.67,28.27,62.67,81.2,Fodder
Solapur,Rabi,Black,56,32,59,7.67,27.31,73.36,80.03,Jowar
Nashik,Kharif,Loamy,61,39,59,6.96,29.7,28.71,100.49,Onion
Pune,Rabi,Black,71,42,53,6.92,18.97,68.81,96.64,Wheat
Solapur,Kharif,Black,55,33,58,7.57,27.23,61.63,71.96,Bajra
Solapur,Rabi,Black,56,36,61,8.16,26.37,71.19,64.85,Jowar
Solapur,Zaid,Black,53,34,62,7.88,27.25,64.41,77.85,Fodder
Nashik,Zaid,Loamy,68,39,55,6.58,29.74,25.97,93.19,Vegetables
Pune,Kharif,Black,73,39,52,7.28,19.91,66.44,131.59,Rice
Pune,Kharif,Black,75,38,56,7.25,21.44,72.51,111.81,Rice
Solapur,Rabi,Black,51,35,60,7.96,25.64,66.83,56.0,Jowar
Solapur,Rabi,Black,49,32,58,7.71,29.48,69.5,75.36,Jowar
Pune,Kharif,Black,74,37,54,6.99,19.27,59.34,94.42,Rice
Pune,Rabi,Black,75,38,52,6.75,22.49,65.39,108.79,Wheat
Pune,Kharif,Black,72,38,53,6.87,20.99,59.68,107.79,Rice
Pune,Zaid,Black,73,36,51,7.1,19.77,59.79,120.29,Vegetables
Nashik,Kharif,Loamy,64,38,57,6.99,29.33,30.19,108.31,Onion
Solapur,Zaid,Black,54,33,56,7.83,26.45,69.56,75.65,Fodder
Pune,Zaid,Black,70,38,54,7.13,19.23,60.69,134.05,Vegetables
Solapur,Zaid,Black,49,34,59,7.68,27.91,71.65,58.67,Fodder
Nashik,Zaid,Loamy,65,37,58,7.04,30.61,36.97,90.24,Vegetables
Nashik,Kharif,Loamy,63,34,56,7.2,26.5,36.26,88.61,Onion
Nashik,Kharif,Loamy,65,35,56,6.77,28.39,30.29,89.42,Onion
Pune,Zaid,Black,74,39,56,7.47,19.57,68.51,102.79,Vegetables
Pune,Rabi,Black,77,42,56,7.36,21.01,66.16,110.54,Wheat
Nashik,Kharif,Loamy,68,33,55,6.86,29.85,40.19,94.86,Onion
Pune,Zaid,Black,74,43,54,7.26,19.91,64.24,105.64,Vegetables
Pune,Rabi,Black,75,39,54,7.14,20.79,61.19,91.11,Wheat
Pune,Rabi,Black,75,38,54,7.14,20.19,62.16,104.79,Wheat
Pune,Rabi,Black,76,38,54,7.47,19.87,57.37,90.43,Wheat
Nashik,Rabi,Loamy,61,33,58,7.11,29.17,33.06,90.27,Gram
Solapur,Zaid,Black,52,35,59,7.56,28.6,75.41,76.09,Fodder
Solapur,Rabi,Black,52,34,62,7.38,28.39,64.9,83.21,Jowar
Solapur,Rabi,Black,49,35,55,7.69,28.72,74.6,81.69,Jowar
Solapur,Rabi,Black,53,32,59,8.06,26.57,65.88,85.16,Jowar
Pune,Rabi,Black,74,39,53,7.47,20.9,58.38,99.26,Wheat
Pune,Rabi,Black,77,39,53,7.03,20.88,67.72,108.04,Wheat
Solapur,Kharif,Black,52,38,58,7.78,28.37,60.8,65.25,Bajra
Nashik,Rabi,Loamy,58,38,54,6.88,28.22,24.91,78.7,Gram
Pune,Zaid,Black,73,37,54,7.1,18.91,61.27,95.18,Vegetables
Solapur,Kharif,Black,56,34,60,8.08,28.11,68.35,84.7,Bajra
Pune,Zaid,Black,76,40,54,7.16,21.02,57.06,125.49,Vegetables
Pune,Zaid,Black,80,42,55,7.13,19.57,69.7,116.22,Vegetables
Pune,Kharif,Black,69,35,50,6.83,20.56,69.07,120.36,Rice
Nashik,Rabi,Loamy,68,37,55,6.9,29.9,39.02,106.49,Gram
Nashik,Kharif,Loamy,61,34,53,7.05,29.04,32.97,83.46,Onion
Pune,Zaid,Black,77,41,52,7.03,19.25,63.15,97.16,Vegetables
Solapur,Rabi,Black,57,30,59,8.24,25.91,67.03,81.59,Jowar
Pune,Zaid,Black,76,41,54,6.88,19.72,61.43,111.89,Vegetables
Solapur,Kharif,Black,51,35,58,7.5,27.62,63.48,72.81,Bajra
Solapur,Kharif,Black,51,36,58,7.61,26.87,60.05,80.15,Bajra
Nashik,Kharif,Loamy,66,36,56,6.83,27.83,39.32,91.52,Onion
Solapur,Kharif,Black,50,34,57,7.74,27.11,70.23,75.32,Bajra
Solapur,Zaid,Black,52,30,56,7.6,28.03,61.76,79.53,Fodder
Solapur,Zaid,Black,57,35,61,7.68,26.74,75.31,73.35,Fodder
Pune,Rabi,Black,78,37,52,7.3,19.87,63.41,109.33,Wheat
Pune,Rabi,Black,73,39,56,7.27,22.15,58.43,120.93,Wheat
Nashik,Kharif,Loamy,62,40,56,7.18,30.03,42.61,81.63,Onion
Nashik,Rabi,Loamy,64,37,54,6.95,28.09,43.8,95.3,Gram
Pune,Rabi,Black,79,39,53,6.87,19.55,71.31,116.59,Wheat
Solapur,Kharif,Black,53,35,57,7.83,24.7,72.69,57.22,Bajra
Pune,Rabi,Black,77,36,55,6.91,20.88,54.59,97.23,Wheat
Nashik,Rabi,Loamy,62,40,57,6.4,30.67,27.48,79.38,Gram
Solapur,Zaid,Black,53,35,55,7.83,28.31,75.42,75.55,Fodder
Nashik,Zaid,Loamy,64,35,54,6.8,28.32,38.47,91.4,Vegetables
Pune,Kharif,Black,71,41,55,7.17,19.98,69.23,106.15,Rice
Pune,Kharif,Black,74,37,51,7.13,18.53,56.62,100.9,Rice
Solapur,Kharif,Black,49,35,57,7.5,26.62,67.18,88.02,Bajra
Nashik,Kharif,Loamy,70,35,58,6.99,31.01,38.52,81.79,Onion
Nashik,Kharif,Loamy,63,37,56,6.68,28.89,37.5,100.13,Onion
Pune,Kharif,Black,76,37,55,7.1,20.92,64.26,110.03,Rice
Pune,Zaid,Black,73,36,54,7.2,20.0,56.21,120.11,Vegetables
Pune,Zaid,Black,78,38,55,6.74,21.1,65.63,94.76,Vegetables
Pune,Kharif,Black,76,38,51,6.83,19.88,61.08,116.6,Rice
Nashik,Rabi,Loamy,67,36,56,6.72,28.07,43.85,106.41,Gram
Pune,Zaid,Black,75,39,54,6.82,20.88,60.94,117.82,Vegetables
Solapur,Zaid,Black,58,31,63,8.18,27.41,67.17,60.96,Fodder
Pune,Kharif,Black,78,36,54,7.11,21.18,54.1,121.9,Rice
Pune,Zaid,Black,75,41,58,7.2,21.4,64.23,104.78,Vegetables
Nashik,Zaid,Loamy,62,38,60,6.76,28.08,32.61,90.13,Vegetables
Pune,Zaid,Black,77,40,57,7.33,20.92,53.13,116.58,Vegetables
Solapur,Zaid,Black,49,31,58,8.09,28.82,73.79,79.97,Fodder
Nashik,Kharif,Loamy,68,34,58,6.49,27.93,34.36,79.68,Onion
Pune,Kharif,Black,74,38,54,7.06,20.07,66.44,125.26,Rice
Solapur,Rabi,Black,55,35,59,7.57,28.3,72.2,87.06,Jowar
Nashik,Kharif,Loamy,64,37,59,6.81,27.49,30.04,84.28,Onion
Solapur,Zaid,Black,58,32,57,7.54,25.12,63.51,75.43,Fodder
Solapur,Zaid,Black,52,32,62,7.67,27.99,73.74,67.64,Fodder
Nashik,Rabi,Loamy,64,41,56,6.97,28.42,29.51,73.46,Gram
Solapur,Kharif,Black,59,35,59,7.87,27.22,67.95,75.56,Bajra
Nashik,Zaid,Loamy,67,38,55,6.35,29.87,30.2,100.25,Vegetables
Nashik,Rabi,Loamy,69,39,58,7.15,28.04,32.75,78.18,Gram
Pune,Zaid,Black,70,39,53,7.37,22.55,68.76,99.42,Vegetables
Solapur,Zaid,Black,49,33,62,7.37,26.09,62.09,61.41,Fodder
Nashik,Rabi,Loamy,68,41,57,6.9,27.3,25.88,84.09,Gram
Nashik,Rabi,Loamy,62,41,61,6.91,27.74,34.32,77.54,Gram
Nashik,Kharif,Loamy,67,37,54,6.81,29.6,34.04,106.55,Onion
Pune,Rabi,Black,74,36,56,6.9,18.38,58.07,111.17,Wheat
Pune,Kharif,Black,80,42,55,6.9,19.26,62.24,112.65,Rice
Pune,Zaid,Black,71,37,50,6.69,21.27,53.54,122.46,Vegetables
Nashik,Rabi,Loamy,68,38,54,7.03,30.77,32.64,110.47,Gram
Nashik,Rabi,Loamy,65,41,60,7.24,27.88,38.69,82.89,Gram
Nashik,Zaid,Loamy,62,33,57,6.94,28.18,38.2,97.01,Vegetables
Pune,Kharif,Black,71,35,54,7.05,19.76,58.73,101.0,Rice
Nashik,Kharif,Loamy,67,38,57,6.95,30.73,37.9,101.15,Onion
Solapur,Zaid,Black,51,34,61,7.96,28.56,63.1,72.14,Fodder
Nashik,Kharif,Loamy,63,35,58,6.8,30.08,33.26,100.5,Onion
Solapur,Rabi,Black,51,36,57,7.9,27.06,66.55,75.29,Jowar
Nashik,Zaid,Loamy,66,41,56,6.81,28.58,37.21,108.73,Vegetables
Pune,Rabi,Black,76,38,57,7.04,18.34,57.5,101.57,Wheat
Pune,Rabi,Black,76,38,56,7.26,20.98,52.74,92.03,Wheat
Nashik,Kharif,Loamy,65,39,58,6.83,30.03,33.35,87.9,Onion
Nashik,Kharif,Loamy,63,34,54,6.76,29.14,39.72,90.69,Onion
Solapur,Kharif,Black,57,33,58,7.51,26.36,66.75,67.37,Bajra
Solapur,Zaid,Black,49,34,56,7.37,25.86,66.12,99.91,Fodder
Nashik,Kharif,Loamy,62,39,58,6.78,27.82,39.69,96.46,Onion
Solapur,Kharif,Black,58,37,58,7.99,28.21,69.2,62.29,Bajra
Pune,Rabi,Black,75,40,52,6.92,19.56,70.89,107.49,Wheat
Nashik,Rabi,Loamy,65,37,60,6.58,27.93,43.68,98.53,Gram
Nashik,Kharif,Loamy,63,39,55,6.72,27.52,31.85,103.86,Onion
Nashik,Kharif,Loamy,62,38,59,7.13,27.45,33.58,92.53,Onion
Pune,Zaid,Black,76,38,53,7.05,19.71,50.72,113.93,Vegetables
Nashik,Zaid,Loamy,60,35,56,6.56,29.75,33.89,83.71,Vegetables
Pune,Rabi,Black,77,38,55,7.33,21.61,56.07,91.94,Wheat
Nashik,Kharif,Loamy,64,33,56,7.03,28.35,31.51,81.38,Onion
Solapur,Rabi,Black,55,35,58,8.01,24.99,68.59,84.22,Jowar
Pune,Zaid,Black,75,41,56,7.06,18.87,63.65,120.34,Vegetables
Solapur,Zaid,Black,48,36,59,7.45,27.08,60.88,87.77,Fodder
Pune,Rabi,Black,78,40,53,7.38,20.03,52.63,109.54,Wheat
Solapur,Rabi,Black,59,35,60,7.71,27.68,60.13,75.14,Jowar
Solapur,Rabi,Black,52,38,57,7.61,26.32,67.23,87.23,Jowar
Solapur,Kharif,Black,53,35,62,7.38,26.81,68.97,82.87,Bajra
Nashik,Rabi,Loamy,65,41,59,7.1,30.69,42.79,89.91,Gram
Nashik,Rabi,Loamy,68,36,61,6.56,29.16,37.72,88.59,Gram
Pune,Kharif,Black,74,41,56,7.07,20.65,69.71,119.82,Rice
Pune,Rabi,Black,72,38,55,7.03,20.19,57.06,112.87,Wheat
Nashik,Kharif,Loamy,63,39,58,7.06,29.32,30.68,96.68,Onion
Solapur,Rabi,Black,58,31,55,7.62,25.93,78.05,76.87,Jowar
Solapur,Rabi,Black,54,31,58,8.26,24.73,60.99,71.9,Jowar
Nashik,Rabi,Loamy,64,38,56,6.76,29.74,35.19,78.59,Gram
Pune,Kharif,Black,73,35,50,7.04,22.05,57.92,114.15,Rice
Pune,Kharif,Black,78,40,53,7.25,20.64,59.16,126.13,Rice
Solapur,Kharif,Black,52,36,60,7.96,27.13,68.57,61.93,Bajra
Nashik,Kharif,Loamy,58,33,59,6.71,28.37,32.41,84.38,Onion
Solapur,Kharif,Black,57,31,63,7.53,27.86,77.04,83.37,Bajra
Nashik,Zaid,Loamy,66,33,57,6.99,30.29,37.09,96.45,Vegetables
Solapur,Zaid,Black,54,31,62,7.72,25.25,62.41,92.43,Fodder
Solapur,Kharif,Black,50,35,60,7.66,27.31,74.09,82.98,Bajra
Pune,Rabi,Black,71,43,57,7.0,20.07,69.1,108.92,Wheat
Solapur,Zaid,Black,52,30,62,7.87,28.23,73.58,66.2,Fodder
Nashik,Kharif,Loamy,67,34,58,6.46,27.86,38.61,105.08,Onion
Nashik,Zaid,Loamy,61,36,60,7.0,29.36,39.55,97.67,Vegetables
Solapur,Kharif,Black,50,33,55,7.65,25.29,69.47,59.96,Bajra
Pune,Kharif,Black,72,41,57,6.69,22.12,68.39,120.4,Rice
Solapur,Kharif,Black,48,34,60,7.83,25.43,70.09,61.02,Bajra
Solapur,Kharif,Black,54,30,55,7.87,24.93,71.96,75.57,Bajra
Pune,Zaid,Black,78,41,52,7.25,18.82,64.0,115.88,Vegetables
Pune,Kharif,Black,71,40,55,6.93,20.31,53.81,121.43,Rice
Solapur,Zaid,Black,53,33,61,7.66,25.23,70.5,81.22,Fodder
Nashik,Kharif,Loamy,66,36,55,6.75,29.34,30.65,79.62,Onion
Nashik,Kharif,Loamy,63,37,56,7.11,28.39,32.35,87.19,Onion
Pune,Kharif,Black,72,39,56,6.78,21.21,67.26,109.3,Rice
Solapur,Zaid,Black,54,36,59,7.79,25.71,69.49,66.71,Fodder
Nashik,Kharif,Loamy,63,35,56,6.44,29.22,36.81,100.96,Onion
Pune,Rabi,Black,69,38,58,6.89,20.57,58.68,120.54,Wheat
Pune,Zaid,Black,75,37,53,6.87,21.82,63.81,96.71,Vegetables
Pune,Rabi,Black,74,41,53,6.79,18.83,71.0,115.47,Wheat
Nashik,Rabi,Loamy,67,40,55,6.47,28.75,37.3,97.36,Gram
Solapur,Kharif,Black,58,36,58,8.02,24.89,71.04,72.99,Bajra
Solapur,Zaid,Black,52,34,62,7.37,25.48,72.13,88.4,Fodder
Pune,Rabi,Black,71,39,56,6.6,19.95,55.43,101.59,Wheat
Nashik,Rabi,Loamy,64,36,58,6.65,29.45,41.28,88.41,Gram
Pune,Kharif,Black,75,41,52,7.24,21.02,72.0,93.44,Rice
Nashik,Kharif,Loamy,61,37,58,6.66,27.88,45.67,113.33,Onion
Nashik,Kharif,Loamy,64,38,59,6.71,29.79,40.96,92.04,Onion
Nashik,Zaid,Loamy,62,40,58,6.99,26.99,36.29,95.32,Vegetables
Solapur,Rabi,Black,54,37,60,7.99,25.85,63.81,67.9,Jowar
Pune,Kharif,Black,78,41,57,7.21,21.49,52.62,121.69,Rice
Pune,Rabi,Black,69,38,53,6.57,20.76,69.06,110.5,Wheat
Nashik,Kharif,Loamy,69,37,56,6.54,27.79,37.67,95.99,Onion
Pune,Kharif,Black,76,40,51,7.13,19.44,56.72,113.18,Rice
Solapur,Zaid,Black,57,34,55,7.98,28.72,66.59,80.59,Fodder
Solapur,Zaid,Black,57,36,59,7.42,26.43,64.48,58.43,Fodder
Pune,Zaid,Black,78,42,53,7.01,18.47,61.96,103.81,Vegetables
Pune,Zaid,Black,72,39,55,6.84,21.25,65.02,116.97,Vegetables
Solapur,Rabi,Black,56,31,62,7.76,27.38,74.69,82.53,Jowar
Pune,Zaid,Black,77,41,54,7.38,20.8,58.48,114.44,Vegetables
Nashik,Rabi,Loamy,64,37,55,6.63,30.61,35.11,90.01,Gram
Solapur,Rabi,Black,54,38,60,7.65,27.06,71.41,75.41,Jowar
Solapur,Rabi,Black,49,34,62,8.03,26.33,65.3,52.97,Jowar
Solapur,Rabi,Black,54,34,59,8.06,27.24,60.36,74.31,Jowar
Pune,Kharif,Black,74,39,53,6.94,20.81,66.41,91.91,Rice
Nashik,Zaid,Loamy,67,38,56,6.54,27.4,41.9,81.26,Vegetables
Nashik,Rabi,Loamy,67,34,61,6.57,28.89,37.09,86.17,Gram
Nashik,Zaid,Loamy,69,38,55,6.9,29.51,32.58,98.98,Vegetables
Pune,Rabi,Black,72,38,56,6.54,18.28,61.25,101.67,Wheat
Solapur,Zaid,Black,55,31,58,7.97,27.89,63.96,76.39,Fodder
Solapur,Rabi,Black,52,34,59,8.16,26.25,64.78,60.6,Jowar
Solapur,Rabi,Black,48,37,60,8.04,26.22,67.99,64.0,Jowar
Pune,Zaid,Black,75,37,55,7.11,19.63,55.8,104.77,Vegetables
Solapur,Rabi,Black,49,34,60,7.59,26.62,68.72,61.93,Jowar
Solapur,Rabi,Black,53,35,58,7.9,27.86,65.65,70.72,Jowar
Nashik,Rabi,Loamy,65,39,57,6.83,26.92,34.55,86.64,Gram
Nashik,Rabi,Loamy,64,35,59,7.23,29.76,40.34,92.69,Gram
Pune,Kharif,Black,71,38,58,6.86,19.06,69.3,122.25,Rice
Solapur,Kharif,Black,58,33,57,7.7,27.69,67.15,88.2,Bajra
Pune,Rabi,Black,68,41,52,7.15,19.69,65.39,97.75,Wheat
Solapur,Rabi,Black,56,34,60,7.62,27.2,69.76,70.35,Jowar
Solapur,Zaid,Black,55,38,61,8.0,26.58,77.6,69.94,Fodder
Pune,Kharif,Black,71,40,56,7.06,19.35,67.44,106.86,Rice
Solapur,Kharif,Black,58,36,62,7.8,27.68,69.78,85.3,Bajra
Nashik,Kharif,Loamy,66,39,58,6.8,28.07,25.26,104.53,Onion
Pune,Rabi,Black,75,38,53,6.97,20.55,62.45,121.79,Wheat
Solapur,Rabi,Black,49,36,58,7.75,25.23,68.07,64.38,Jowar
Pune,Rabi,Black,80,38,50,6.88,19.72,58.47,130.58,Wheat
Solapur,Rabi,Black,52,33,60,7.94,26.26,72.71,64.73,Jowar
Pune,Zaid,Black,76,39,52,7.4,21.03,57.74,86.46,Vegetables
Nashik,Zaid,Loamy,63,39,59,6.79,26.63,42.02,90.29,Vegetables
Nashik,Zaid,Loamy,60,36,60,6.56,28.78,38.19,106.71,Vegetables
Nashik,Zaid,Loamy,65,38,55,6.64,28.84,40.03,93.53,Vegetables
Nashik,Zaid,Loamy,63,35,58,6.47,29.8,23.92,104.85,Vegetables
Pune,Kharif,Black,68,42,51,7.15,21.59,71.05,117.25,Rice
Nashik,Rabi,Loamy,65,40,55,6.86,28.55,35.57,96.22,Gram
Solapur,Kharif,Black,51,31,59,8.03,25.56,74.54,71.12,Bajra
Nashik,Rabi,Loamy,60,38,59,6.9,27.12,30.56,99.66,Gram
Pune,Rabi,Black,75,41,55,7.1,20.35,61.2,116.69,Wheat
Nashik,Kharif,Loamy,63,35,59,6.93,28.69,38.05,78.72,Onion
Solapur,Kharif,Black,50,31,58,7.87,26.14,68.24,77.56,Bajra
Nashik,Kharif,Loamy,68,37,56,6.43,30.45,24.77,99.38,Onion
Nashik,Rabi,Loamy,68,35,57,6.33,29.59,33.56,72.48,Gram
Solapur,Rabi,Black,50,36,61,7.7,25.18,67.44,64.61,Jowar
Pune,Kharif,Black,69,41,55,6.86,20.75,58.34,119.91,Rice
Solapur,Kharif,Black,50,34,60,7.7,26.84,75.21,80.0,Bajra
Solapur,Kharif,Black,58,36,59,7.95,28.17,63.5,81.45,Bajra
Nashik,Kharif,Loamy,60,40,56,6.7,30.24,33.3,81.78,Onion
Solapur,Rabi,Black,58,30,60,7.83,26.27,74.28,83.92,Jowar
Solapur,Kharif,Black,49,33,61,8.21,26.6,75.58,59.62,Bajra
Nashik,Kharif,Loamy,63,37,57,6.82,28.75,33.96,102.19,Onion
Nashik,Kharif,Loamy,60,39,56,6.83,26.4,35.12,84.1,Onion
Pune,Kharif,Black,76,39,55,6.87,19.92,68.75,121.69,Rice
Pune,Zaid,Black,78,41,54,7.18,19.25,62.08,92.08,Vegetables
Nashik,Kharif,Loamy,64,36,58,6.44,28.45,30.04,113.08,Onion
Solapur,Rabi,Black,51,36,62,8.22,27.27,61.18,64.05,Jowar
Solapur,Zaid,Black,54,31,61,8.1,28.48,68.87,57.83,Fodder
Nashik,Zaid,Loamy,61,34,61,7.15,29.19,33.62,110.5,Vegetables
Pune,Rabi,Black,73,40,55,7.24,19.09,63.91,105.87,Wheat
Pune,Rabi,Black,74,39,54,6.79,19.17,60.0,120.77,Wheat
Solapur,Zaid,Black,57,34,57,7.95,25.96,77.11,83.53,Fodder
Solapur,Kharif,Black,55,36,58,7.71,26.26,70.17,67.38,Bajra
Solapur,Rabi,Black,51,36,61,7.52,25.49,72.65,86.82,Jowar
Nashik,Kharif,Loamy,67,37,60,7.0,28.21,40.97,93.01,Onion
Solapur,Kharif,Black,59,32,55,7.74,26.95,72.61,86.55,Bajra
Nashik,Kharif,Loamy,63,37,59,6.79,27.93,34.68,85.33,Onion
Solapur,Rabi,Black,60,34,63,8.18,26.0,70.63,63.7,Jowar
Nashik,Rabi,Loamy,68,36,58,7.29,28.33,35.76,83.26,Gram
Pune,Kharif,Black,72,40,52,6.79,19.62,58.62,110.8,Rice
Nashik,Rabi,Loamy,66,41,60,7.02,28.34,33.5,91.11,Gram
Solapur,Zaid,Black,51,34,62,7.56,29.14,65.73,82.62,Fodder
Solapur,Kharif,Black,58,35,56,8.07,27.57,72.04,83.93,Bajra
Pune,Kharif,Black,76,38,55,6.71,21.81,57.0,120.25,Rice
Pune,Rabi,Black,80,38,53,7.31,20.39,65.03,115.93,Wheat
Nashik,Kharif,Loamy,65,38,55,6.7,29.04,25.99,96.98,Onion
Nashik,Kharif,Loamy,68,33,56,6.81,28.16,31.09,93.27,Onion
